system,query_id,rank,doc_id,score
lexical_tf_idf,1,1,pubmed_39178831,0.20702162384986877
lexical_tf_idf,1,2,crossref_10.1007_978-3-642-73782-4_5,0.18408863246440887
lexical_tf_idf,1,3,biorxiv_10.64898_2025.12.30.692369,0.17635877430438995
lexical_tf_idf,1,4,pubmed_31034882,0.14690907299518585
lexical_tf_idf,1,5,fab6680d-2436-428a-9979-c67e1319c78f,0.1415814459323883
lexical_tf_idf,1,6,pubmed_39831541,0.1365961730480194
lexical_tf_idf,1,7,crossref_10.1016_j.dsp.2014.02.014,0.12917739152908325
lexical_tf_idf,1,8,pubmed_30872376,0.12820440530776978
lexical_tf_idf,1,9,crossref_10.1007_978-3-642-27737-5_395-4,0.1275063306093216
lexical_tf_idf,1,10,crossref_10.1007_978-1-4614-1806-1_78,0.1275063306093216
lexical_tf_idf,2,1,pubmed_32017616,0.25130799412727356
lexical_tf_idf,2,2,42d12d58-2729-4034-b84a-62dc415227ac,0.20869426429271698
lexical_tf_idf,2,3,63c67759-b837-4d8b-acd2-a643778f0a13,0.20869426429271698
lexical_tf_idf,2,4,arxiv_2604.22620v1,0.18142148852348328
lexical_tf_idf,2,5,arxiv_2604.21085v1,0.18084247410297394
lexical_tf_idf,2,6,arxiv_2605.13807v1,0.15817952156066895
lexical_tf_idf,2,7,fabc2c25-d58e-4641-b9c3-f534bb4f8109,0.15647220611572266
lexical_tf_idf,2,8,pubmed_41083134,0.15557827055454254
lexical_tf_idf,2,9,crossref_10.1201_9781003561460-18,0.15250808000564575
lexical_tf_idf,2,10,pubmed_4901403,0.14697511494159698
lexical_tf_idf,3,1,d52279d2-91bb-4a59-bdc7-d0aba2177b09,0.2643131911754608
lexical_tf_idf,3,2,arxiv_2604.20573v1,0.2286117523908615
lexical_tf_idf,3,3,8b54e52c-30ab-47fe-a583-3ac5434286c8,0.21392753720283508
lexical_tf_idf,3,4,pubmed_32796941,0.20818951725959778
lexical_tf_idf,3,5,crossref_10.1112_jlms_s2-25.1.43,0.19727088510990143
lexical_tf_idf,3,6,arxiv_1904.13093v1,0.19679942727088928
lexical_tf_idf,3,7,pubmed_20813427,0.18455205857753754
lexical_tf_idf,3,8,crossref_10.1109_ntms.2011.5720587,0.18281258642673492
lexical_tf_idf,3,9,165d652f-8316-4233-94f5-79f05657421c,0.18122632801532745
lexical_tf_idf,3,10,crossref_10.1112_jlms_s2-25.3.425,0.1775273233652115
lexical_tf_idf,4,1,crossref_10.29172_8e3130c3-9c84-483a-9907-a9d304524b5d,0.2787233889102936
lexical_tf_idf,4,2,crossref_10.1142_9789814503648_0022,0.24483992159366608
lexical_tf_idf,4,3,698ea963-02a1-4dd0-8438-e6863e9b8742,0.20678368210792542
lexical_tf_idf,4,4,crossref_10.1038_s41567-024-02764-x,0.19305019080638885
lexical_tf_idf,4,5,crossref_10.1103_physreve.91.032119,0.1915583461523056
lexical_tf_idf,4,6,arxiv_2605.15837v1,0.17683035135269165
lexical_tf_idf,4,7,crossref_10.1017_cbo9780511863011.012,0.17615747451782227
lexical_tf_idf,4,8,crossref_10.5040_9798400616693.ch-010,0.17615747451782227
lexical_tf_idf,4,9,arxiv_2010.04213v1,0.17463211715221405
lexical_tf_idf,4,10,eaeece5b-a7ba-4ea2-a594-55526b550cf1,0.17436571419239044
lexical_tf_idf,5,1,pubmed_30265280,0.30404508113861084
lexical_tf_idf,5,2,arxiv_2604.23849v1,0.257752925157547
lexical_tf_idf,5,3,arxiv_2605.13642v1,0.2537287771701813
lexical_tf_idf,5,4,pubmed_32804365,0.2488476037979126
lexical_tf_idf,5,5,crossref_10.1103_physreva.9.355,0.24492259323596954
lexical_tf_idf,5,6,arxiv_1905.03046v1,0.21801865100860596
lexical_tf_idf,5,7,crossref_10.1016_j.physb.2008.12.042,0.21594129502773285
lexical_tf_idf,5,8,crossref_10.1007_s42484-021-00056-8,0.21507765352725983
lexical_tf_idf,5,9,arxiv_2601.10330v1,0.2109254002571106
lexical_tf_idf,5,10,fc3a7a49-7238-4375-aeeb-4535a54f4922,0.20868389308452606
lexical_tf_idf,6,1,crossref_10.1016_s0262-4079(23)01670-6,0.3313591182231903
lexical_tf_idf,6,2,arxiv_1903.01608v2,0.2975292205810547
lexical_tf_idf,6,3,crossref_10.1007_978-3-662-44185-5_101078,0.2942254841327667
